contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vincent van Goghstraat 1 (rechts),0599::SB418,3181 VJ,1258,258,2,3,0,0,0,243,20,0,0,0,0,0,0,263,37,22,76,25,32,18,7,4,0,16,9,10,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bramenpad 1 (links),0599::SB419,3181 PX,1126,353,2,3,0,0,0,318,40,0,0,0,0,0,0,358,53,28,77,41,41,27,10,15,5,19,12,24,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bramenpad 1 (rechts),0599::SB420,3181 PX,1145,439,0,2,0,1,0,398,42,0,0,1,0,0,0,440,64,37,92,51,55,44,14,10,5,19,20,24,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Laan van Nieuw Blankenburg 10,0599::SB421,3181 DA,1228,500,2,0,0,0,0,455,50,0,3,0,3,0,0,505,68,49,70,67,81,20,12,21,21,27,29,34,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Blankenburg 1,0599::SB422,3181 BC,1166,636,3,1,0,1,0,577,64,0,0,0,1,0,0,641,84,61,142,75,80,30,16,33,5,32,29,45,0,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Akkerwinde 1 (rechts),0599::SB424,3191 RA,1120,418,1,0,0,0,0,382,37,0,0,0,0,0,0,419,54,32,104,31,78,38,13,10,6,32,19,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cranendonckweg 40 (rechts),0599::SB425,3077 LA,1659,636,1,16,0,1,0,576,78,0,0,0,1,0,0,654,100,55,171,55,61,66,22,27,12,20,39,3,1,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Posthumalaan 90,0599::SB426,3072 AG,600,270,1,3,0,0,0,252,22,0,0,0,0,0,0,274,83,24,19,14,22,73,13,3,0,4,12,2,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Putsebocht 89 (rechts),0599::SB427,3073 HE,1373,251,3,12,1,0,0,215,52,0,0,0,1,0,0,267,28,42,18,16,52,38,12,3,2,3,6,29,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Afrikaanderplein 7 (rechts),0599::SB428,3072 EA,959,226,7,2,3,0,0,196,36,0,0,3,0,0,0,232,10,53,36,10,39,20,15,1,1,4,5,32,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Arcenstraat 31 (rechts),0599::SB429,3077 HA,1647,340,4,2,0,1,0,304,41,0,0,1,0,0,0,345,12,39,131,18,60,13,5,13,2,13,20,12,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jan van Goyenstraat 1 (rechts),0599::SB430,3181 HR,1144,595,3,2,0,5,1,553,51,0,0,0,5,0,0,605,79,55,141,85,70,30,10,13,5,42,23,37,4,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Walhallalaan 110-114,0599::SB431,3072 EX,1374,364,2,0,0,0,0,320,46,0,0,0,0,0,0,366,54,50,27,16,36,63,70,17,2,6,20,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Clemensstraat 111 (rechts),0599::SB432,3082 CE,1251,321,2,3,0,0,0,288,38,0,0,0,0,0,0,326,13,49,65,18,68,35,23,10,0,10,20,8,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Eksterstraat 101,0599::SB433,3083 XA,1422,420,2,3,0,1,0,391,35,0,0,0,1,0,0,426,23,50,83,39,69,40,24,23,3,23,37,3,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hollands Tuin 100-284,0599::SB434,3078 EE,1435,362,3,3,0,0,0,330,38,0,0,0,0,0,0,368,14,49,103,20,68,24,6,19,8,28,14,9,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wilhelminakade 143-179,0599::SB435,3072 AP,716,352,0,0,0,0,0,327,25,0,0,0,0,0,0,352,104,43,23,17,16,79,37,14,3,2,9,1,3,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hoensbroeksingel 15,0599::SB436,3077 TA,1249,293,0,2,0,0,0,256,39,0,0,0,0,0,0,295,8,43,80,21,66,17,7,12,2,25,11,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Slinge 303 (rechts),0599::SB438,3085 ER,1557,402,6,1,0,1,0,374,36,0,0,0,1,0,0,410,17,51,99,20,79,38,16,13,7,30,23,7,1,1
