contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,Partij van de Eenheid,Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau European School The Hague,0518::SB876,2596 JP,98,592,0,1,0,0,7,547,39,0,0,0,0,0,593,199,21,37,184,28,8,22,13,21,2,0,0,17,2,5,1,27,0,0,0,2,2,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Partyboerderij Hijdra,0518::SB882,2491 EK,0,164,0,0,0,0,0,152,12,0,0,0,0,0,164,59,21,8,26,9,2,4,1,4,1,2,1,7,2,4,3,3,2,1,0,0,0,1,0,1,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Art of Meeting,0518::SB887,2515 BM,45,816,5,3,0,0,2,762,63,0,0,3,0,0,827,64,36,17,150,101,43,43,11,57,3,0,125,40,61,3,5,38,11,3,0,1,1,0,1,0,0,0,2,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Milieu Educatief Centrum Reigershof,0518::SB888,2592 EZ,678,344,2,0,0,0,2,323,21,0,0,0,0,0,346,56,23,19,92,25,9,25,12,23,2,0,7,15,7,5,1,16,2,3,0,0,1,0,0,0,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Piet Vink,0518::SB897,2497 CH,2,339,0,1,0,0,0,304,36,0,0,0,0,0,340,68,62,15,61,23,10,15,7,9,4,0,11,24,7,4,1,5,10,0,1,0,0,1,0,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Transvaal,0518::SB898,2572 NR,1101,466,0,4,0,0,0,366,104,0,0,0,0,0,470,57,47,7,34,66,22,18,2,14,0,0,150,9,6,1,4,5,20,1,0,0,0,0,1,0,1,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grasveld Floris Arntzeniusplein,0518::SB899,2597 XL,1400,747,0,0,0,1,2,689,55,0,1,0,0,0,746,244,52,58,187,36,5,28,10,36,5,2,5,12,7,13,2,34,1,4,0,0,2,2,2,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Inclusion4all,0518::SB901,2496 RZ,0,412,1,0,0,0,1,363,49,0,0,0,0,0,413,91,66,31,56,8,42,26,14,15,7,3,9,18,2,8,4,9,0,0,0,0,0,1,1,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemiva SVG Groep,0518::SB902,2496 LN,0,284,1,0,0,0,3,251,31,0,0,0,0,0,285,69,47,18,49,3,22,20,9,11,0,1,1,4,1,18,5,2,0,0,0,1,1,0,0,2,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsboerderij 't Waaygat,0518::SB903,2586 TW,0,346,0,1,0,0,2,315,30,0,0,0,0,0,347,80,44,28,63,12,27,26,7,26,1,1,3,8,1,5,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basketbalveld Laan van Wateringse Veld,0518::SB904,2548 TX,0,537,0,0,0,0,2,474,61,0,0,0,0,0,537,134,95,21,52,16,40,37,11,17,2,1,27,17,0,30,13,10,3,1,1,0,1,0,0,1,0,6,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Landen,0518::SB905,2591 SG,0,352,0,5,1,0,3,329,26,0,0,1,0,0,358,104,41,32,48,7,18,24,10,18,3,6,0,6,1,9,7,9,0,2,2,0,2,0,2,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark Het Kleine Loo (VUC),0518::SB906,2592 BW,0,162,0,0,0,0,1,148,13,0,0,0,0,0,162,40,15,17,29,18,6,14,2,8,4,2,1,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB907,2596 XH,0,430,0,2,0,1,0,397,36,0,0,1,0,0,433,192,8,38,110,11,7,22,5,6,0,1,0,3,0,7,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark Het Kleine Loo (VUC),0518::SB908,2592 BW,0,250,0,0,0,1,3,225,21,0,1,0,0,0,249,70,18,15,44,17,13,28,7,17,1,1,3,3,2,4,1,3,0,0,0,1,0,1,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maris College Kijkduin,0518::SB909,2551 CA,0,363,1,1,0,1,4,328,34,0,0,1,0,0,366,102,62,26,50,8,24,23,10,19,3,0,0,4,0,13,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw Rehoboth,0518::SB910,2584 RV,0,234,0,0,0,0,0,221,13,0,0,0,0,0,234,42,35,27,19,10,17,13,11,13,4,3,0,9,2,11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijk -en buurtcentrum De Mallemok,0518::SB911,2583 EH,0,405,0,0,0,0,2,367,36,0,0,0,0,0,405,95,71,46,51,15,24,22,14,12,2,12,0,10,0,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Madurodam,0518::SB912,2584 RZ,0,147,0,0,0,0,0,139,8,0,0,0,0,0,147,47,3,13,43,8,3,8,6,5,1,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS Liduinaschool,0518::SB913,2595 TA,0,81,0,0,0,0,0,74,7,0,0,0,0,0,81,18,5,6,17,4,4,9,1,7,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Madurodam,0518::SB914,2584 RZ,0,239,0,2,0,0,0,225,16,0,0,0,0,0,241,54,10,26,65,12,3,22,6,15,3,0,0,2,1,7,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Floris Arntzeniusplein (stemtent),0518::SB915,2597 XL,0,223,0,1,2,0,0,213,13,0,0,2,0,0,226,85,10,30,48,12,6,11,4,2,0,0,0,0,0,8,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dienstencentrum Copernicus,0518::SB916,2561 TT,0,443,2,0,0,0,3,399,43,0,0,0,0,0,445,57,28,24,87,58,22,43,7,40,1,1,5,13,8,4,8,32,1,2,2,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SV Dunas,0518::SB917,2565 RT,0,188,0,3,0,1,0,174,18,0,0,1,0,0,192,54,8,24,39,13,9,22,4,12,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Hague Marriott Hotel,0518::SB918,2517 JR,0,153,1,0,0,1,1,144,10,0,0,1,0,0,155,33,3,9,52,3,9,13,8,8,0,0,0,5,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hyacint,0518::SB919,2565 DD,0,457,1,2,0,0,0,416,44,0,0,0,0,0,460,101,50,29,82,29,21,32,24,29,4,1,0,9,4,11,11,18,0,0,0,0,0,1,0,0,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau PIP Den Haag,0518::SB920,2516 BE,0,30,0,0,0,0,1,23,6,0,0,0,0,0,30,5,8,0,5,5,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centrum Laakhavens,0518::SB921,2521 SW,0,276,2,0,0,0,0,243,35,0,0,0,0,0,278,26,53,14,18,21,22,18,7,21,4,3,30,5,5,7,7,7,6,1,0,0,0,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau PIP Den Haag,0518::SB922,2516 BE,0,31,0,0,0,0,0,27,4,0,0,0,0,0,31,6,1,6,4,6,0,1,2,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Hague Marriott Hotel,0518::SB923,2517 JR,0,260,0,0,0,1,1,237,21,0,1,0,0,0,259,70,12,23,75,13,4,23,3,13,0,0,0,3,1,2,3,13,0,0,0,0,0,0,1,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WHC Den Haag,0518::SB924,2565 RT,0,146,1,0,0,0,0,131,16,0,0,0,0,0,147,39,5,14,34,5,8,13,1,9,0,0,0,4,0,7,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Scoutinggroep Ferguson,0518::SB925,2555 NB,0,571,0,2,0,1,3,527,44,0,0,1,0,0,574,167,48,47,119,26,19,46,16,29,7,2,0,11,1,15,2,13,0,2,0,0,0,0,0,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Notenplein (stemtent),0518::SB926,2564 BM,0,383,0,2,0,2,0,358,25,0,2,0,0,0,383,89,56,26,55,26,22,29,13,22,1,3,0,7,2,9,12,7,0,0,0,0,0,1,1,2,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SV Loosduinen,0518::SB927,2553 EC,0,202,0,0,0,0,4,183,15,0,0,0,0,0,202,36,28,25,34,12,10,24,6,5,3,2,1,5,0,3,3,2,0,0,0,2,0,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Popradar Den haag,0518::SB928,2552 AW,0,487,0,1,0,0,1,432,55,0,0,0,0,0,488,106,71,40,44,12,46,55,12,22,8,2,2,18,1,14,16,7,2,1,0,2,3,1,0,1,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Sam Sam,0518::SB930,2526 NW,0,293,0,12,0,4,1,208,92,0,4,0,0,0,301,28,25,3,9,6,17,9,0,6,2,1,161,8,3,1,2,0,8,1,1,0,0,0,0,0,2,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijk- en dienstencentrum De Heldenhoek,0518::SB931,2513 GV,0,402,2,0,4,0,2,377,29,0,0,4,0,0,408,55,44,15,70,28,33,48,8,33,3,3,8,16,5,8,5,13,3,0,0,0,2,1,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Carlton Ambassador Hotel,0518::SB932,2514 JP,0,410,1,1,0,0,2,374,34,0,0,0,0,0,410,133,18,19,92,33,13,33,4,27,2,0,0,8,1,9,1,15,0,0,1,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Juliana Plaza,0518::SB933,2572 TV,0,165,0,1,0,1,0,122,43,0,1,0,0,0,165,16,23,12,12,8,8,10,0,2,1,1,54,4,0,1,3,0,6,0,0,0,0,0,1,0,3,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Art of Meeting,0518::SB934,2515 BM,0,156,0,1,0,0,0,136,21,0,0,0,0,0,157,23,18,2,23,12,14,14,1,8,3,0,18,3,8,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tweede Kamer,0518::SB935,2511 CL,0,601,1,0,0,0,10,549,43,0,0,0,0,0,602,100,68,27,120,41,35,56,5,38,2,1,25,15,12,18,5,30,1,0,0,0,2,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Juliana Plaza,0518::SB936,2572 TV,0,165,0,0,0,2,0,121,46,0,0,2,0,0,167,20,23,5,7,5,8,7,0,1,0,0,80,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Budosportcomplex Lu Gia Jen,0518::SB937,2546 SK,0,301,1,1,0,0,0,266,37,0,0,0,0,0,303,53,47,20,33,20,23,37,3,12,7,1,3,12,1,15,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School2care Laakhaven,0518::SB938,2531 SX,0,125,0,0,0,0,0,113,12,0,0,0,0,0,125,14,30,4,9,6,6,9,5,2,1,0,14,6,3,3,6,3,2,0,0,0,0,0,0,1,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Uithof,0518::SB939,2544 NL,0,121,0,0,0,0,0,105,16,0,0,0,0,0,121,30,27,6,16,6,4,6,1,0,0,1,3,6,0,6,3,1,1,2,0,0,0,0,0,0,0,1,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau S.V. Wateringse Veld Kranenburg,0518::SB940,2548 ZS,0,84,0,0,0,0,0,74,10,0,0,0,0,0,84,23,23,10,14,0,3,1,2,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging SVH,0518::SB941,2548 AC,0,237,0,1,0,1,1,200,36,0,1,0,0,0,237,55,37,12,30,3,20,17,6,7,0,0,9,8,1,11,9,6,3,0,0,0,0,0,0,0,0,2,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Allekanten,0518::SB942,2543 XZ,0,251,1,1,1,0,1,224,27,0,1,0,0,0,252,31,40,19,18,12,20,21,6,8,4,0,40,2,2,3,15,3,6,0,0,0,0,0,0,0,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkvereniging Zuiderpark,0518::SB943,2547 GA,0,365,0,0,0,0,0,317,48,0,0,0,0,0,365,92,81,18,29,11,15,28,5,6,4,4,20,24,4,8,7,1,4,0,0,0,0,0,0,2,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HTTV-070,0518::SB944,2545 VX,0,158,0,0,0,0,0,143,15,0,0,0,0,0,158,35,22,14,14,8,16,13,3,7,2,0,8,3,1,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau TAC '90,0518::SB945,2533 VG,0,147,0,0,0,0,2,128,17,0,0,0,0,0,147,13,29,5,14,6,15,18,0,4,3,0,18,8,2,5,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HTTV-070,0518::SB946,2545 VX,0,132,0,3,0,0,0,111,24,0,0,0,0,0,135,19,24,8,24,8,8,6,1,3,3,1,13,5,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Svv Scheveningen,0518::SB947,2566 EC,0,287,0,1,0,0,1,257,30,0,0,0,0,0,288,75,12,25,84,7,15,28,5,12,0,0,0,8,0,7,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau TAC '90,0518::SB948,2533 VG,0,106,2,0,0,0,0,93,15,0,0,0,0,0,108,14,29,3,7,5,13,4,2,2,2,2,14,4,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bilderberg Europa Hotel Scheveningen,0518::SB949,2587 VJ,0,389,0,0,0,0,3,345,41,0,0,0,0,0,389,133,46,31,69,7,16,30,4,16,1,3,0,6,0,13,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Inclusion4all,0518::SB951,2496 RZ,0,580,1,2,1,0,0,495,89,0,0,1,0,0,584,134,114,33,71,33,30,35,7,24,5,2,19,23,2,20,6,8,7,1,1,1,3,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemiva SVG Groep,0518::SB952,2496 LN,0,438,0,2,0,0,3,370,67,0,0,0,0,0,440,120,71,19,70,18,28,29,7,15,2,2,16,23,2,3,7,0,3,0,1,0,1,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsboerderij 't Waaygat,0518::SB953,2586 TW,0,356,3,0,0,1,0,327,33,0,0,1,0,0,360,81,69,29,41,21,10,12,8,23,5,2,1,20,3,7,13,6,0,1,1,0,1,0,0,1,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basketbalveld Laan van Wateringse Veld,0518::SB954,2548 TX,0,572,0,2,0,0,2,490,82,0,0,0,0,0,574,129,84,29,65,28,21,29,10,13,5,4,58,29,1,17,20,12,12,0,1,0,0,1,0,0,2,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Landen,0518::SB955,2591 SG,0,328,0,0,0,0,2,296,30,0,0,0,0,0,328,81,38,13,36,18,20,25,11,23,3,3,10,14,6,9,4,7,1,1,0,2,0,2,0,0,0,0,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark Het Kleine Loo (VUC),0518::SB956,2592 BW,0,168,0,0,0,0,2,154,12,0,0,0,0,0,168,50,24,11,21,15,6,6,2,2,5,0,1,5,1,4,8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB957,2596 XH,0,399,1,1,0,0,4,356,41,0,0,0,0,0,401,150,12,31,87,19,4,15,7,18,1,0,0,11,1,8,0,31,0,1,0,0,0,0,1,2,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark Het Kleine Loo (VUC),0518::SB958,2592 BW,0,209,0,2,0,0,0,185,26,0,0,0,0,0,211,60,23,12,39,8,19,12,3,10,3,1,0,5,2,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maris College Kijkduin,0518::SB959,2551 CA,0,359,0,2,0,0,3,308,50,0,0,0,0,0,361,85,56,25,49,9,18,21,6,24,5,1,6,9,3,14,13,6,2,0,0,0,1,0,0,3,3,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw Rehoboth,0518::SB960,2584 RV,0,266,0,3,0,0,1,241,27,0,0,0,0,0,269,37,72,22,22,10,11,13,8,25,6,6,0,10,2,4,9,2,0,2,1,1,2,0,0,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijk -en buurtcentrum De Mallemok,0518::SB961,2583 EH,0,397,2,0,0,1,0,357,43,0,0,1,0,0,400,83,97,24,41,14,17,16,14,15,5,7,3,19,3,17,12,8,0,0,0,0,0,0,0,2,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Madurodam,0518::SB962,2584 RZ,0,174,0,1,0,0,0,162,13,0,0,0,0,0,175,59,7,14,37,10,9,9,1,9,0,0,0,4,0,3,0,9,0,0,0,0,2,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS Liduinaschool,0518::SB963,2595 TA,0,173,0,0,0,0,1,158,14,0,0,0,0,0,173,47,11,8,27,17,4,11,2,10,0,0,4,5,3,10,3,7,0,0,1,0,1,0,0,1,0,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Madurodam,0518::SB964,2584 RZ,0,154,0,0,0,0,0,139,15,0,0,0,0,0,154,50,13,5,47,6,3,5,2,4,0,0,0,2,0,5,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Floris Arntzeniusplein (stemtent),0518::SB965,2597 XL,0,188,0,0,0,0,0,175,12,0,1,0,0,0,187,65,13,15,32,8,4,13,4,11,1,1,0,4,0,8,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dienstencentrum Copernicus,0518::SB966,2561 TT,0,566,1,0,0,0,1,510,56,0,0,0,0,0,567,71,44,36,130,61,22,42,5,45,1,2,16,25,21,6,3,27,5,0,0,0,1,1,0,0,2,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SV Dunas,0518::SB967,2565 RT,0,129,0,0,0,0,0,116,13,0,0,0,0,0,129,40,9,9,19,6,7,11,2,6,2,0,0,0,0,7,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau The Hague Marriott Hotel,0518::SB968,2517 JR,0,133,1,1,0,1,2,123,11,0,0,1,0,0,136,29,6,6,40,8,3,9,0,11,1,2,0,6,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hyacint,0518::SB969,2565 DD,0,455,0,2,0,0,4,404,49,0,0,0,0,0,457,113,48,25,89,28,15,26,7,30,2,6,0,17,5,16,8,14,0,3,0,0,2,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau PIP Den Haag,0518::SB970,2516 BE,0,33,0,0,0,0,0,31,2,0,0,0,0,0,33,4,3,0,5,5,3,2,0,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centrum Laakhavens,0518::SB971,2521 SW,0,457,1,3,0,0,3,391,67,0,0,0,0,0,461,77,61,17,46,41,24,16,9,13,2,1,80,18,6,9,11,7,8,3,0,0,2,1,1,1,0,0,2,1,0,,
