contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,GROENLINKS,Democraten 66 (D66),SP (Socialistische Partij),RED AMSTERDAM,CDA,Partij voor de Dieren,TROTS,10,Piratenpartij,De Groenen,Ouderen Partij Amsterdam (OPA),Amsterdam Sociaal,ChristenUnie,LEEFBAAR AMSTERDAM,De Republikeinse Politieke Partij,Partij Voor Vrije Amsterdammers (PVVA),Radicale Oppositie Beweging (R.O.B.),Nieuwe Amsterdamse Toekomst (NAT),OMA Amsterdam,Multicultureel Plus Partij (M+),Basis Inkomen Partij (BIP),Visie Op Amsterdam (Lijst Ina Brouwer),Partij van de Eenheid,Partij van de Ouderen (P.v.d.O.),Libertarische Partij (LP)
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw (hoofdingang),0363::SB364,,1082,487,3,2,0,0,0,440,52,0,0,0,0,0,0,492,80,86,27,113,38,4,20,5,10,0,4,0,15,0,8,20,0,11,1,0,4,6,1,0,4,30,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw (hoofdingang),0363::SB365,,1144,517,7,3,0,0,0,473,54,0,0,0,0,0,0,527,94,96,27,97,60,7,29,12,1,0,8,1,7,0,11,10,0,15,0,1,6,16,0,2,0,17,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Horizon,0363::SB366,,1299,571,2,3,0,4,0,512,60,0,0,4,0,0,0,572,124,95,26,150,50,5,24,16,5,0,9,0,7,1,7,6,0,7,1,0,4,11,1,1,7,12,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Horizon,0363::SB367,,1263,598,7,2,0,0,0,526,81,0,0,0,0,0,0,607,112,90,28,157,54,7,21,17,6,0,3,0,13,0,15,13,0,4,0,1,5,10,2,4,1,34,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Horizon,0363::SB368,,1338,559,4,7,0,0,0,507,67,0,0,0,4,0,0,574,109,105,29,106,43,3,40,10,3,0,9,0,10,0,10,14,0,9,0,0,9,30,0,2,6,12,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Het Groeipaleis,0363::SB369,,1551,680,10,11,0,1,0,645,57,0,0,0,1,0,0,702,125,63,28,132,89,11,41,31,11,0,7,1,20,4,5,18,0,21,0,1,11,16,0,0,8,35,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool De Odyssee,0363::SB370,,783,420,2,6,0,1,0,377,50,0,0,1,0,0,0,427,81,69,21,120,27,1,24,9,3,0,2,1,2,2,4,5,1,3,0,0,2,25,0,0,12,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Stadsdeelkantoor,0363::SB371,,1222,463,5,7,0,4,0,423,56,0,0,0,4,0,0,479,116,50,23,85,72,4,13,12,1,0,4,0,9,0,3,14,0,4,0,1,3,17,0,0,14,17,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Meervaart,0363::SB372,,0,163,0,0,0,0,0,150,13,0,0,0,0,0,0,163,32,20,12,42,10,4,7,4,2,0,2,0,5,0,3,3,0,1,1,2,3,3,0,0,3,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Meer en Oever,0363::SB373,,1619,499,4,2,0,13,0,432,60,0,0,13,0,0,0,492,123,58,23,106,35,2,33,9,6,0,12,1,4,0,9,8,0,4,0,4,5,25,0,1,15,15,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymlokaal St Paulusschool,0363::SB377,,1750,560,6,6,0,0,0,492,78,0,0,2,0,0,0,570,110,81,33,113,49,4,24,8,2,0,6,0,6,3,9,5,1,9,0,0,0,62,0,0,26,9,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Spaarndammerhout,0363::SB391,,1585,615,10,2,0,0,0,574,53,0,0,0,0,0,0,627,129,28,95,147,83,4,6,23,1,1,18,12,7,0,13,10,0,3,1,9,7,3,3,0,5,5,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Spaarndammerhout,0363::SB392,,1768,631,7,8,0,0,0,595,59,0,0,0,8,0,0,654,121,40,96,122,101,9,11,24,1,3,8,16,4,0,12,11,1,6,3,7,5,6,4,1,9,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Spaarndammerhout,0363::SB393,,1761,564,7,1,0,0,0,535,44,0,0,0,7,0,0,579,91,28,89,130,92,13,4,27,0,0,20,4,5,0,12,7,0,5,3,4,2,3,2,5,11,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Bogt Westerbeer,0363::SB394,,1149,651,16,6,0,0,0,626,51,0,4,0,4,0,0,677,123,49,78,158,93,11,13,27,1,0,11,11,8,1,1,8,1,7,0,1,14,10,2,0,8,12,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Bogt Westerbeer,0363::SB395,,1209,637,3,2,3,0,0,594,45,0,0,3,0,0,0,639,124,32,91,151,95,7,9,28,0,0,9,9,21,3,10,12,0,3,2,0,7,0,2,1,6,14,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Zeeheld,0363::SB396,,1415,729,6,3,0,0,0,674,62,0,0,0,0,0,0,736,118,67,105,183,98,11,16,31,3,1,15,17,13,2,13,5,0,4,5,0,1,5,1,1,7,7,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Zeeheld,0363::SB397,,1423,642,4,4,0,0,0,592,58,0,0,0,0,0,0,650,112,49,101,173,91,9,8,21,0,1,16,13,10,6,4,1,1,4,7,3,0,3,4,0,4,1,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Koperen Knoop,0363::SB398,,1077,627,9,5,11,0,0,600,52,0,0,0,11,0,0,652,90,37,96,150,121,8,12,23,1,1,15,12,4,4,4,6,0,1,4,3,5,4,3,2,8,11,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Koperen Knoop,0363::SB399,,1232,655,3,5,7,0,0,581,75,0,0,7,0,0,0,656,100,37,77,170,122,15,12,21,4,0,20,7,8,1,7,7,3,4,3,2,2,4,0,1,10,15,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Amsta locatie De Werf,0363::SB400,,908,542,1,0,1,3,0,511,36,0,0,0,4,0,0,547,108,40,77,117,78,12,14,17,2,0,9,10,10,2,2,2,0,5,4,2,9,1,2,1,4,13,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Westerparkschool,0363::SB401,,1239,631,4,5,0,0,0,589,49,0,0,2,0,0,0,638,128,27,127,134,108,17,5,21,0,0,18,6,3,4,5,2,0,1,2,1,2,4,3,2,6,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Westerparkschool,0363::SB402,,1109,642,4,2,0,5,0,596,57,0,0,0,5,0,0,653,93,44,103,162,111,16,5,28,0,0,15,5,3,2,3,6,0,1,1,7,4,8,4,2,10,9,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Bron,0363::SB403,,1223,611,3,3,0,1,0,575,41,0,0,1,0,0,0,616,102,41,108,168,85,10,9,28,1,0,20,8,4,1,5,7,1,2,1,0,1,2,2,0,3,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Bron,0363::SB405,,1316,620,1,0,0,4,0,580,45,0,0,0,4,0,0,625,103,40,97,179,90,14,10,21,2,0,23,9,3,3,3,1,1,0,1,2,3,4,2,2,2,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Van Hogendorphal,0363::SB406,,1643,387,1,2,0,1,0,357,32,0,0,1,0,0,0,389,75,23,47,106,64,2,3,15,1,0,14,5,4,1,3,4,0,3,2,1,1,4,1,1,4,1,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Van Hogendorphal,0363::SB407,,1760,380,6,3,0,0,0,356,34,0,1,0,1,0,0,390,56,37,51,133,38,6,11,17,0,1,5,5,3,0,3,3,1,1,0,0,1,1,0,0,2,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Amsta locatie De Poort,0363::SB408,,1155,755,6,2,0,0,0,707,40,0,0,16,0,16,0,747,113,92,77,250,96,13,17,21,3,0,22,8,6,3,8,3,0,4,2,6,3,0,1,0,0,5,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Amsta locatie De Poort,0363::SB409,,1723,638,3,1,0,0,0,595,41,0,0,6,0,0,0,636,111,80,53,201,81,8,16,26,3,0,14,5,3,3,2,6,0,2,3,3,3,5,2,1,0,4,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Marcanti College,0363::SB410,,1500,639,5,2,0,5,0,606,45,0,0,0,5,0,0,651,94,71,95,172,74,7,24,18,3,0,16,3,7,3,12,7,0,1,1,2,1,8,0,1,5,9,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dependance Westerparkschool,0363::SB411,,1285,972,5,2,0,0,0,893,86,0,0,0,0,0,0,979,175,69,128,274,163,17,23,23,1,0,25,7,20,0,4,4,0,2,2,4,4,5,3,0,10,6,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dependance Westerparkschool,0363::SB412,,1217,965,2,8,0,0,0,906,72,0,0,1,0,1,0,978,140,72,147,302,159,7,20,40,1,0,18,4,1,0,10,5,1,2,4,7,1,7,3,3,6,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Openbare Bibliotheek Amsterdam,0363::SB413,,1171,613,1,0,0,0,0,575,39,0,0,0,0,0,0,614,98,51,88,179,87,11,9,20,1,0,29,9,5,1,5,3,0,4,0,2,1,2,0,0,1,3,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau BSO De Waterval,0363::SB414,,1237,775,8,5,1,0,0,723,64,0,0,1,0,0,0,787,149,49,168,192,94,12,6,23,2,0,15,9,1,3,4,5,0,1,1,6,3,2,5,2,17,4,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau ASV Bilderdijkpark,0363::SB421,,1350,715,5,4,0,0,0,663,62,0,0,0,0,0,0,725,107,80,75,228,91,10,23,26,2,0,16,9,7,0,2,3,0,3,3,4,6,2,0,2,10,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw Winterkoninkje,0363::SB422,,1068,544,9,3,0,4,0,527,33,0,0,0,4,0,0,560,83,44,72,163,83,11,7,26,2,0,12,4,3,2,1,6,0,1,2,2,2,4,2,1,2,6,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw Winterkoninkje,0363::SB423,,1118,554,7,4,3,0,0,523,39,0,0,3,0,0,0,562,80,50,87,149,92,10,6,18,0,0,10,10,3,1,5,6,0,2,5,4,0,3,2,0,3,7,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw ROC,0363::SB424,,1268,731,2,0,1,1,0,685,50,0,0,0,2,0,0,735,95,97,75,262,87,9,18,18,0,0,20,4,6,3,9,1,0,3,3,5,3,1,2,2,6,0,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wooncentrum De Klinker,0363::SB425,,1233,1282,15,15,0,28,0,1200,84,0,0,28,0,0,0,1284,249,98,158,250,231,11,28,45,3,1,26,7,34,6,9,27,2,7,4,5,7,14,1,2,25,32,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Brede School De Kinkerbuurt,0363::SB426,,1015,405,3,7,0,0,0,378,36,0,0,1,0,0,0,414,57,45,48,108,67,8,2,13,1,0,10,6,4,3,2,2,0,2,0,1,4,6,0,1,13,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Brede School De Kinkerbuurt,0363::SB427,,1412,410,3,0,0,0,0,387,26,0,0,0,0,0,0,413,67,33,56,128,65,11,5,10,1,0,3,8,1,3,3,2,2,1,0,1,0,3,2,1,0,3,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Brede School De Kinkerbuurt,0363::SB428,,1228,389,2,5,0,0,0,362,34,0,0,0,0,0,0,396,60,28,40,115,72,10,10,8,0,1,4,2,5,1,4,6,1,0,2,4,3,6,2,0,4,1,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw Winterkoninkje,0363::SB429,,1169,567,7,6,4,0,0,548,36,0,0,0,4,0,0,584,94,46,86,154,76,16,9,20,1,0,13,6,2,2,1,3,1,2,2,2,2,4,3,3,8,8,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Leonardo da Vinci school,0363::SB430,,1344,682,3,6,0,1,0,648,44,0,0,0,1,0,0,692,94,96,83,236,74,10,10,19,0,0,14,4,4,3,1,2,0,6,1,6,1,3,1,1,3,9,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Mentrum,0363::SB431,,1169,753,1,3,0,0,0,711,46,0,0,0,0,0,0,757,97,95,94,278,77,9,17,24,0,0,19,9,7,2,3,1,0,4,2,2,4,1,1,2,0,3,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Mentrum,0363::SB432,,1142,772,2,5,0,0,0,716,64,0,0,0,0,0,0,780,128,100,100,271,78,12,9,14,0,0,17,4,5,2,5,2,0,4,2,5,3,0,1,2,0,6,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Vondelstede,0363::SB433,,1147,564,1,3,0,2,0,526,45,0,1,0,3,0,0,571,99,92,66,157,51,16,14,17,2,0,9,7,6,0,11,1,0,2,4,2,0,3,0,0,1,3,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Vondelstede,0363::SB434,,1091,555,4,0,0,2,0,516,41,0,0,2,0,0,0,557,90,90,55,213,54,7,12,9,0,0,11,3,1,0,0,0,0,3,0,2,1,1,0,1,2,0,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Mentrum,0363::SB435,,1121,723,0,1,0,4,0,673,48,0,0,0,4,0,0,721,108,103,114,237,74,15,12,13,0,0,8,3,2,3,9,3,0,0,2,1,3,1,1,3,3,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wackersacademie,0363::SB436,,1715,787,8,2,0,5,0,737,55,0,0,5,0,0,0,792,117,89,104,269,90,16,20,21,0,1,13,4,9,3,5,2,0,0,1,6,4,0,2,1,2,5,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wackersacademie,0363::SB437,,1778,751,5,5,0,0,0,722,50,0,0,0,11,0,0,772,106,96,89,259,98,19,14,24,0,0,10,8,2,3,3,1,0,4,2,1,6,2,2,0,0,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wackersacademie,0363::SB438,,1691,852,5,4,0,0,0,789,75,0,0,0,3,0,0,864,103,129,96,345,80,9,22,13,2,1,12,7,6,4,2,3,2,2,2,2,1,2,0,2,0,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Annie M.G. Schmidt,0363::SB439,,1676,1063,3,9,0,0,0,1007,74,0,0,0,6,0,0,1081,163,134,138,364,97,13,25,43,4,0,26,7,3,2,6,5,0,4,6,6,2,0,0,1,6,6,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Annie M.G. Schmidt,0363::SB440,,1711,1149,5,8,0,0,0,1063,100,0,1,0,1,0,0,1163,153,146,134,395,126,27,25,45,1,0,28,8,4,5,5,7,0,6,5,7,5,0,2,1,3,6,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Nieuwe Liefde,0363::SB441,,1182,598,4,0,0,0,0,558,46,0,0,0,2,0,0,604,105,93,77,173,59,5,19,12,1,0,14,4,9,1,3,4,0,1,1,4,4,0,2,2,1,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Nieuwe Liefde,0363::SB442,,1185,606,3,3,1,0,0,573,38,0,0,1,0,0,0,611,103,88,84,185,60,8,17,16,0,0,10,10,2,1,0,7,0,2,2,2,0,0,2,1,0,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Museum Het Schip,0363::SB443,,0,129,1,3,0,0,0,126,7,0,0,0,0,0,0,133,25,2,23,31,19,4,5,4,0,0,7,3,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Nieuw Vredenburgh,0363::SB460,,1322,592,8,5,0,0,0,548,60,0,0,0,3,0,0,608,103,52,72,182,67,15,18,20,0,0,15,2,10,4,10,1,1,3,0,4,0,6,0,0,2,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Nieuw Vredenburgh,0363::SB461,,1384,580,4,5,0,0,0,555,33,0,0,1,0,0,0,588,107,52,67,173,66,4,17,19,2,0,9,3,5,2,6,2,0,6,0,4,3,12,0,4,8,9,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Aslan Muziekcentrum,0363::SB462,,1183,597,4,4,3,0,0,560,42,0,0,3,0,0,0,602,92,75,66,225,58,8,8,16,0,0,13,3,3,2,6,2,1,5,2,6,1,1,1,0,0,3,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Aslan Muziekcentrum,0363::SB463,,1237,630,4,2,0,0,0,586,53,0,0,0,3,0,0,639,96,85,67,223,57,8,17,21,1,0,11,4,8,0,11,4,0,0,0,3,2,4,0,0,2,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Corantijnschool,0363::SB464,,1322,843,2,8,0,0,0,788,67,0,0,0,0,0,0,855,150,90,97,257,113,8,20,30,2,0,18,4,4,0,5,2,0,5,2,4,5,12,2,0,2,10,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Joop Westerweelschool,0363::SB465,,1069,525,10,3,0,0,0,491,46,0,0,1,0,0,0,537,121,42,53,158,46,10,9,18,3,0,9,3,8,1,9,1,1,3,0,0,2,19,0,0,7,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Joop Westerweelschool,0363::SB466,,1222,513,6,7,0,0,0,465,61,0,0,0,0,0,0,526,107,55,68,131,58,11,10,14,2,0,12,4,5,1,10,3,1,5,0,0,1,8,0,0,3,2,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Joop Westerweelschool,0363::SB467,,1147,598,2,5,0,2,0,560,47,0,0,0,2,0,0,607,124,48,69,164,62,7,14,18,2,0,20,2,7,1,7,3,0,3,3,2,6,14,1,1,14,4,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Wending,0363::SB468,,1298,519,10,6,0,0,0,488,47,0,0,0,0,0,0,535,118,43,59,126,42,9,17,9,0,0,17,2,7,1,4,2,0,4,3,5,5,17,3,0,17,7,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Openbare Bibliotheek Amsterdam,0363::SB469,,1649,815,23,8,0,0,0,793,54,0,0,1,0,0,0,847,130,71,127,272,77,5,9,20,2,1,22,6,1,1,17,2,0,1,4,7,11,20,1,1,1,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Rosa Boekdrukkerschool,0363::SB471,,1438,459,6,6,0,0,0,427,42,0,0,2,0,0,0,469,90,26,70,122,45,4,7,17,1,0,15,3,4,0,9,1,0,5,1,2,4,14,2,1,8,8,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Rosa Boekdrukkerschool,0363::SB472,,1404,576,3,5,0,3,0,546,41,0,0,0,3,0,0,587,111,44,72,153,74,7,5,9,0,0,13,6,8,0,2,2,3,2,2,4,6,30,0,1,6,15,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Rosa Boekdrukkerschool,0363::SB473,,1612,376,10,7,1,0,0,369,25,0,0,0,1,0,0,394,81,22,63,109,31,4,7,8,1,0,8,1,0,2,6,1,0,0,2,0,2,9,0,0,14,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Roos,0363::SB474,,1267,873,4,4,0,0,0,821,60,0,0,0,0,0,0,881,144,106,124,298,67,9,16,23,3,0,14,7,5,1,7,8,0,5,2,5,2,9,0,2,2,11,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Roos,0363::SB475,,1392,806,6,2,0,0,0,768,54,0,0,0,8,0,0,822,107,85,100,308,83,10,8,15,3,0,25,7,3,2,13,5,0,3,3,9,4,6,1,0,3,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Roos,0363::SB476,,1512,855,11,5,0,0,0,816,70,0,3,0,7,0,0,886,123,104,117,244,94,5,25,34,6,0,13,3,10,4,5,2,1,9,1,8,4,7,3,3,9,17,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School As Siddieq,0363::SB477,,1815,681,3,6,0,0,0,638,52,0,0,0,1,0,0,690,117,56,85,185,78,10,12,21,1,0,13,11,4,2,11,4,0,7,1,4,11,9,1,0,30,8,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau School De Meidoorn,0363::SB478,,1570,1116,16,11,0,20,0,1073,90,0,0,0,20,0,0,1163,173,104,148,349,118,18,27,34,3,0,19,10,7,1,9,7,0,8,2,6,4,32,5,0,22,9,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Het Sieraad,0363::SB479,,1098,499,5,1,0,4,0,470,39,0,0,0,505,0,0,509,89,53,63,167,31,5,13,13,2,0,19,3,6,1,7,2,0,1,2,2,3,2,3,0,6,4,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Het Sieraad,0363::SB480,,1170,666,4,1,0,9,0,634,46,0,0,0,9,0,0,680,108,65,77,241,48,10,16,17,0,0,21,2,1,1,14,11,0,1,2,6,3,9,1,0,6,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dr. J. Th. de Visserschool,0363::SB481,,1337,635,11,7,0,2,0,625,26,0,0,2,0,0,0,651,136,53,92,159,72,9,13,12,1,1,8,7,8,1,8,11,0,3,0,0,7,14,0,0,10,8,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Jacob Maris Buurthuis,0363::SB482,,1328,464,9,4,0,0,0,436,41,0,0,0,0,0,0,477,87,27,56,96,64,12,14,15,1,1,13,2,8,3,11,7,0,0,2,1,5,12,4,3,13,7,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Huizingaschool - gymgebouw,0363::SB491,,1148,367,11,10,1,0,0,344,45,0,0,0,1,0,0,389,95,18,13,47,65,2,8,3,3,0,8,1,5,0,5,9,0,6,0,0,1,34,0,0,31,13,0
