contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),GROENLINKS,Partij voor de Dieren,CDA,Partij van de Ouderen (P.v.d.O.),DENK,Platform Amsterdam,destemvandestraat,Piratenpartij Amsterdam,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie,U-Buntu Connected Front UCF,Basisinkomen Partij (BIpartij),"blanco (van Oudenallen, H.F.M.)",Partij voor Iedereen,ChristenUnie,Amsterdam BIJ1,SAMEN Alle Mensen Één Nederland (SAMEN),Anti-Scooter Partij,Blije Burgers,Carryonthemove,QUEER,50PLUS,De Republikeinse Politieke Partij,28
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stadsloket,0363::SB374,,837,453,2,6,2,0,0,391,72,0,0,2,0,0,463,44,36,54,36,57,13,21,17,114,0,0,4,1,31,1,0,0,0,9,5,1,1,0,0,0,7,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Horizon Brenner,0363::SB375,,1315,467,3,1,0,0,0,398,73,0,0,0,0,0,471,56,40,59,45,43,27,17,24,67,0,0,0,0,53,0,2,0,2,9,3,0,0,1,0,0,19,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool De Wereldburger,0363::SB376,,1603,446,6,1,0,0,0,387,66,0,0,0,0,0,453,61,44,37,29,50,14,12,7,106,0,1,1,0,31,8,1,0,1,17,12,4,0,0,1,1,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool De Wereldburger,0363::SB377,,1610,506,2,3,0,0,0,430,81,0,0,0,0,0,511,68,43,35,28,52,20,17,6,142,0,0,5,1,51,6,0,1,1,12,9,3,0,0,0,0,5,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Spaarndammerhout,0363::SB391,,1227,431,5,3,0,2,0,403,34,0,2,0,0,0,437,71,47,38,41,117,36,4,6,15,1,2,14,2,19,1,0,0,0,3,4,2,1,0,0,2,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Spaarndammerhout,0363::SB392,,1217,472,1,3,0,0,0,438,40,2,0,2,0,0,478,79,39,43,35,136,33,17,13,24,0,1,7,1,18,0,1,0,0,10,8,0,3,0,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Museum Het Schip,0363::SB393,,1141,860,6,1,0,0,0,809,60,2,0,2,0,0,869,117,76,50,87,316,80,10,22,6,1,2,11,1,31,1,1,0,0,10,19,1,5,0,0,0,12,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Bogt Westerbeer,0363::SB394,,1549,739,7,5,0,9,0,706,56,0,0,11,2,0,762,75,75,41,89,174,71,18,28,33,1,1,16,3,52,1,3,0,0,17,22,5,0,1,1,0,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Bogt Westerbeer,0363::SB395,,1546,837,14,5,0,1,0,761,82,1,13,0,0,0,843,122,100,50,88,188,68,15,32,33,3,2,11,3,48,1,2,1,1,7,32,6,3,1,1,0,16,3,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Zeeheld,0363::SB396,,1624,909,2,7,0,0,0,843,75,0,0,0,0,0,918,123,130,58,75,265,94,14,10,29,1,5,21,1,32,4,1,0,1,11,22,2,2,1,1,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Zuiderspeeltuin,0363::SB397,,1490,627,1,4,0,0,0,561,71,0,0,0,0,0,632,88,103,51,50,174,53,12,8,22,0,0,5,2,29,0,2,0,0,4,14,2,1,0,0,1,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Koperen Knoop,0363::SB398,,1271,869,3,5,0,1,0,797,78,0,2,0,0,0,875,104,108,48,103,234,98,22,12,25,1,1,13,0,42,5,4,0,1,7,22,5,2,0,0,1,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Koperen Knoop,0363::SB399,,1276,853,2,7,0,0,0,803,60,1,0,1,0,0,863,139,87,49,88,229,80,18,16,29,2,1,21,1,42,1,4,1,1,8,19,5,2,1,0,1,7,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Amsta locatie De Werf,0363::SB400,,1503,740,5,7,0,1,0,660,91,0,1,0,0,0,751,83,99,49,90,146,83,49,21,29,1,3,16,1,28,0,2,0,2,7,14,4,2,0,0,0,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Westerparkschool,0363::SB401,,1299,585,3,1,0,0,0,536,53,0,0,0,0,0,589,88,69,38,73,171,51,8,11,14,0,1,10,0,20,0,1,1,0,3,17,1,0,1,0,0,5,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Westerparkschool,0363::SB402,,1345,665,4,6,0,0,0,621,54,0,0,0,0,0,675,74,71,44,87,180,88,6,5,27,1,2,14,0,29,1,0,1,1,5,19,3,0,0,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School De Bron,0363::SB403,,1208,592,0,2,0,0,0,552,44,2,0,2,0,0,596,94,48,49,68,180,55,7,7,17,1,3,16,1,27,2,4,0,0,1,6,0,1,0,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School De Bron,0363::SB404,,1236,622,5,6,0,0,0,583,51,1,0,1,0,0,634,93,66,40,53,200,64,5,5,15,0,3,23,1,19,1,1,0,1,3,18,2,1,0,2,2,3,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Van Hogendorphal,0363::SB406,,1199,568,2,1,0,0,0,529,42,0,0,0,0,0,571,74,66,41,45,198,51,2,8,22,0,0,9,0,20,0,1,0,0,7,16,1,2,0,1,0,3,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Van Hogendorphal,0363::SB407,,1232,600,2,6,0,0,0,582,26,0,0,0,0,0,608,74,74,47,49,184,76,7,5,14,2,0,9,0,32,1,1,1,0,6,7,3,1,0,0,2,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Amsta locatie De Poort,0363::SB408,,1525,687,0,3,0,0,0,643,47,0,0,0,0,0,690,127,77,96,43,174,54,19,10,8,0,3,8,0,33,0,0,1,1,8,13,4,3,2,0,0,2,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Amsta locatie De Poort,0363::SB409,,1480,822,1,7,0,2,0,766,62,0,2,0,0,0,828,171,80,107,58,165,79,36,7,16,0,3,12,0,46,0,1,1,0,9,13,2,4,0,1,1,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Marcanti College,0363::SB410,,1494,651,3,10,0,1,0,595,70,0,0,1,0,0,665,111,69,77,54,143,45,19,8,29,2,2,6,3,32,2,0,0,0,17,12,1,2,1,0,0,15,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dependance Westerparkschool,0363::SB411,,1431,900,3,1,2,5,0,814,83,0,7,0,0,0,897,168,119,82,73,237,90,18,6,22,0,4,12,0,39,1,0,0,0,3,15,2,0,1,0,1,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dependance Westerparkschool,0363::SB412,,1451,910,2,1,2,0,0,832,83,0,0,2,0,0,915,150,105,77,92,229,107,20,11,16,0,2,15,1,42,1,1,0,0,16,13,4,0,0,0,0,6,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Openbare Bibliotheek Amsterdam,0363::SB413,,1307,927,4,4,0,7,0,878,64,0,0,7,0,0,942,224,74,99,67,259,74,17,1,17,0,0,11,0,37,3,3,2,0,6,17,2,2,3,0,1,7,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurthuis De Havelaar,0363::SB421,,1235,570,6,4,0,0,0,530,49,0,1,0,1,0,579,128,42,70,47,128,50,9,10,17,0,4,13,0,24,0,1,0,1,3,11,1,6,0,0,1,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurthuis De Havelaar,0363::SB422,,1140,482,1,6,0,1,0,455,35,0,0,1,0,0,490,99,41,46,42,124,37,10,2,28,0,2,10,0,15,0,1,0,0,5,9,1,2,1,0,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Galerie Beeldend Gesproken,0363::SB423,,1263,882,9,2,0,0,0,819,74,0,0,0,0,0,893,213,84,142,41,200,75,33,11,6,0,3,4,0,39,1,0,3,0,3,11,4,4,0,0,0,3,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Schoolgebouw ROC,0363::SB424,,1210,775,4,6,0,0,0,732,53,0,0,0,0,0,785,134,73,93,69,208,67,29,11,16,2,0,18,0,31,0,1,2,0,3,10,0,5,0,0,1,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede School De Kinkerbuurt,0363::SB426,,1158,655,3,3,0,2,0,608,55,0,0,2,0,0,663,103,53,49,68,160,64,14,7,43,1,0,14,1,38,1,2,0,0,5,21,1,1,1,0,2,5,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede School De Kinkerbuurt,0363::SB427,,1098,645,6,8,0,0,0,583,75,0,1,0,1,0,658,100,61,71,55,149,66,8,6,44,2,0,8,0,31,0,1,0,0,9,17,2,2,0,0,5,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Schoolgebouw Winterkoninkje,0363::SB428,,1301,581,5,3,0,5,0,558,36,0,0,5,0,0,594,109,55,58,67,148,44,8,10,16,0,2,9,0,29,2,1,0,0,1,14,0,2,0,0,2,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Schoolgebouw Winterkoninkje,0363::SB429,,1306,689,2,3,0,0,0,640,49,0,5,0,0,0,689,127,59,56,51,186,64,12,14,37,2,2,13,1,27,1,2,0,1,3,17,4,3,0,0,1,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Leonardo da Vinci school,0363::SB430,,1328,649,3,3,0,1,0,611,45,0,0,1,0,0,656,142,56,97,51,144,67,17,5,11,3,2,9,0,26,1,1,0,0,4,6,4,2,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Mentrum,0363::SB431,,1474,1098,3,3,1,0,0,1007,98,0,0,1,0,0,1105,227,113,153,82,294,97,23,11,2,1,1,15,1,39,0,2,0,0,8,16,3,2,1,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Mentrum,0363::SB432,,1380,938,7,3,0,0,0,863,88,3,0,3,0,0,951,171,100,130,79,235,93,19,8,2,0,1,11,1,47,0,3,0,0,12,18,2,1,0,1,0,1,0,3
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vondelstede,0363::SB433,,1345,655,3,0,0,0,0,600,58,0,0,0,0,0,658,141,74,105,38,137,60,25,5,6,0,2,7,1,27,0,1,1,0,3,13,2,2,0,0,0,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vondelstede,0363::SB434,,1351,616,0,2,0,0,0,565,57,0,0,4,0,0,622,138,76,85,33,132,67,17,6,1,0,0,4,3,29,0,2,1,0,8,6,1,2,0,1,1,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wackersacademie,0363::SB436,,1492,895,4,1,0,0,0,827,75,0,0,2,0,0,902,225,83,146,73,172,69,29,9,4,0,2,9,1,35,0,3,3,0,7,14,1,7,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wackersacademie,0363::SB437,,1492,922,6,1,0,0,0,864,70,0,0,5,0,0,934,215,90,137,61,203,92,19,9,6,1,2,20,1,29,0,1,3,0,6,10,1,4,1,0,0,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Annie M.G. Schmidt,0363::SB439,,1239,878,7,7,0,16,0,801,75,0,16,0,0,0,876,191,98,136,59,211,78,21,5,5,0,3,13,0,41,0,1,2,0,3,4,1,1,1,0,0,2,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Annie M.G. Schmidt,0363::SB440,,1229,929,0,4,10,0,0,881,62,0,0,10,0,0,943,182,88,142,76,223,88,19,13,16,0,2,12,1,42,0,0,0,0,5,9,1,5,0,0,2,2,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Nieuwe Liefde,0363::SB441,,1184,603,3,5,0,2,0,563,50,0,0,2,0,0,613,117,64,69,43,161,46,37,5,4,0,1,10,0,24,0,0,0,0,5,10,0,2,0,0,1,2,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Nieuwe Liefde,0363::SB442,,1105,684,3,6,0,1,0,627,67,0,0,1,0,0,694,144,58,82,44,181,48,50,10,5,1,2,12,0,29,0,0,0,0,4,10,0,2,1,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Klinker,0363::SB443,,1350,845,8,7,1,0,0,807,52,0,1,0,0,0,859,87,93,37,120,165,73,16,25,91,2,2,10,1,44,6,2,0,1,7,33,3,2,0,0,1,22,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Philadelphia Zorg Amsterdam,0363::SB444,,1443,680,3,2,0,3,0,648,40,0,0,3,0,0,688,132,77,109,49,165,40,9,11,7,0,1,7,1,33,1,0,0,0,8,15,4,0,0,0,1,9,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Cremerplein,0363::SB445,,1287,547,1,4,0,0,0,514,38,0,0,0,0,0,552,142,48,86,31,131,58,6,2,4,0,1,6,0,18,0,1,1,0,2,6,2,1,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Cremerplein,0363::SB446,,1331,534,3,3,0,5,0,496,49,0,0,5,0,0,545,133,55,70,33,116,51,15,6,3,0,2,13,0,24,1,1,0,0,3,2,0,1,0,0,1,2,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Nieuw Vredenburgh,0363::SB460,,1568,705,1,3,0,0,0,667,42,0,0,0,0,0,709,154,74,63,57,153,54,27,14,17,0,1,8,6,47,0,0,0,0,10,10,1,3,1,0,1,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Nieuw Vredenburgh,0363::SB461,,1531,601,2,8,0,0,0,562,50,1,0,1,0,0,612,126,43,54,48,147,70,12,9,34,1,2,4,0,20,0,4,0,1,9,9,2,0,2,0,1,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Aslan Muziekcentrum,0363::SB462,,1462,1014,4,6,5,0,0,923,96,0,5,0,0,0,1019,208,105,143,66,239,84,17,14,24,1,1,14,0,45,0,2,0,1,25,11,1,6,3,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Aslan Muziekcentrum,0363::SB463,,1460,951,3,6,6,0,0,925,41,0,0,6,0,0,966,200,87,139,43,238,80,21,12,29,1,2,18,0,36,0,5,0,0,11,16,1,3,2,0,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Joop Westerweelschool,0363::SB465,,1279,669,7,8,0,1,0,603,80,0,1,0,0,0,683,135,67,61,50,155,42,6,11,72,2,1,12,2,25,1,0,2,0,5,14,3,1,0,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Joop Westerweelschool,0363::SB467,,1271,669,5,6,0,0,0,639,41,0,0,0,0,0,680,125,60,71,36,155,59,9,7,76,0,1,8,1,27,2,0,0,0,12,8,4,0,1,0,1,4,2,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Wending,0363::SB468,,1683,834,4,11,0,0,0,762,87,0,0,0,0,0,849,172,88,84,44,171,62,15,9,95,3,2,17,1,35,3,1,1,0,7,9,4,4,0,0,0,6,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Openbare Bibliotheek Amsterdam,0363::SB469,,1662,953,3,7,0,0,0,900,63,0,0,0,0,0,963,209,96,98,58,249,81,12,18,41,0,2,8,2,35,0,1,1,1,10,20,0,4,0,0,0,5,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Openbare Bibliotheek Amsterdam,0363::SB470,,1610,773,6,4,0,0,0,719,64,0,0,0,0,0,783,172,59,84,39,198,56,14,8,48,0,1,14,1,42,1,1,0,0,9,11,3,3,0,0,1,7,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Rosa Boekdrukkerschool,0363::SB471,,1358,407,2,8,0,3,0,391,29,0,0,3,0,0,420,66,39,32,28,108,27,7,8,43,0,4,9,1,6,1,4,0,1,1,9,3,0,1,0,0,8,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Rosa Boekdrukkerschool,0363::SB472,,1348,371,2,5,0,1,0,344,33,0,1,0,0,0,377,58,26,40,32,90,22,2,3,59,0,3,2,0,9,0,1,0,0,8,9,1,0,0,0,0,4,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Rosa Boekdrukkerschool,0363::SB473,,1390,461,5,4,0,0,0,437,33,0,0,0,0,0,470,76,52,37,33,108,38,5,9,47,0,2,6,3,20,0,0,0,1,8,11,2,0,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School De Roos,0363::SB474,,1486,825,3,7,0,9,0,785,59,0,0,9,0,0,844,179,80,103,39,206,65,12,11,24,0,1,16,1,58,0,2,1,0,6,14,0,0,0,0,0,3,1,3
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School De Roos,0363::SB475,,1456,979,6,7,0,0,0,900,79,0,13,0,0,0,979,184,90,118,50,291,82,14,19,30,2,0,14,1,41,1,0,0,0,16,13,0,3,0,0,0,8,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Al Maes,0363::SB477,,1546,836,1,2,0,0,0,777,64,2,0,2,0,0,841,163,72,79,51,207,63,7,10,94,0,3,9,2,46,0,1,0,0,12,8,1,5,0,0,0,2,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Sieraad,0363::SB479,,1548,959,2,2,0,4,0,896,71,0,0,4,0,0,967,227,59,137,54,246,83,19,12,39,1,0,7,1,37,0,2,0,1,9,9,1,6,0,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dansschool Meneer de Wit,0363::SB480,,1542,677,2,9,0,2,0,632,58,0,0,2,0,0,690,123,70,64,37,150,53,9,10,84,1,0,14,0,16,4,3,0,0,14,14,2,3,0,0,0,3,0,3
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dr. J.Th. de Visserschool,0363::SB481,,1370,578,9,3,0,0,0,548,42,0,0,0,0,0,590,91,42,68,52,115,36,8,20,71,3,2,7,1,24,3,2,1,0,8,10,0,3,0,0,2,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurthuis Jacob Maris,0363::SB482,,1348,471,13,3,0,0,0,459,25,0,3,0,3,0,484,86,35,23,50,104,30,2,7,76,2,1,7,0,19,1,0,1,1,5,13,1,1,2,0,1,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Chassé Dance Studios,0363::SB483,,1493,721,1,7,0,0,0,690,40,1,0,1,0,0,730,135,65,67,43,188,78,23,6,37,1,5,11,0,33,0,1,1,1,8,8,0,2,0,1,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Chassé Dance Studios,0363::SB484,,1498,758,2,11,0,3,0,716,58,0,0,3,0,0,774,182,79,71,50,181,77,9,7,27,1,4,11,1,24,0,1,1,0,10,11,0,3,1,0,1,3,1,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huizingaschool - Jacob Geelstraat 42,0363::SB491,,1175,344,3,2,0,0,0,308,40,0,1,0,0,0,348,22,25,8,33,45,9,8,13,129,0,0,3,0,24,0,1,1,0,7,9,0,0,0,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huizingaschool - Jacob Geelstraat 42,0363::SB492,,1171,342,7,8,0,0,0,321,37,0,0,1,0,0,358,24,35,6,25,46,11,12,10,117,1,0,7,0,24,1,0,0,1,5,5,2,1,1,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Schutse,0363::SB493,,822,414,4,0,0,0,0,384,34,0,0,0,0,0,418,46,50,53,24,54,27,35,29,41,1,3,6,1,25,0,1,0,0,5,3,0,0,1,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau BSO De Groeiwereld,0363::SB494,,1445,648,4,4,0,3,0,565,88,0,3,0,0,0,653,74,60,78,39,118,28,29,11,108,1,0,12,0,30,4,1,0,1,14,19,3,1,2,0,1,14,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Pro Rege Basisschool,0363::SB495,,855,523,3,3,0,1,0,483,45,0,1,0,0,0,528,85,62,39,21,114,46,31,21,43,1,1,7,1,12,1,0,0,1,11,13,2,0,2,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Calvijn College,0363::SB496,,1645,695,5,5,0,0,0,646,69,1,0,10,0,0,715,128,74,85,33,142,40,22,9,61,3,1,8,1,45,0,0,0,0,20,16,0,2,0,0,0,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huis van de wijk Het Anker,0363::SB497,,1276,521,6,1,0,0,0,481,46,0,1,0,1,0,527,76,53,28,34,136,33,14,24,37,2,0,8,4,26,0,1,0,0,15,11,7,2,0,0,1,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Obs De Vlaamse Reus,0363::SB500,,1208,529,1,4,1,0,0,475,60,0,0,1,0,0,535,53,60,60,57,65,15,27,31,36,1,0,4,0,72,2,0,0,0,10,1,5,2,0,0,0,28,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Obs De Vlaamse Reus,0363::SB501,,1225,519,3,3,1,0,0,473,51,0,1,0,0,0,524,69,57,60,29,56,29,27,39,25,0,2,2,0,64,0,0,1,2,14,3,2,1,0,0,0,35,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Obs De Vlaamse Reus,0363::SB502,,1207,737,2,0,0,5,0,669,65,0,5,0,0,0,734,76,85,82,64,94,45,37,38,40,1,2,6,1,87,5,0,0,1,28,11,1,1,0,1,0,30,0,1
