contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Leefbaar Rotterdam,Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),SP (Socialistische Partij),VVD,CDA,GROENLINKS,NIDA Rotterdam,ChristenUnie-SGP,Partij voor de Dieren,De Broederschapspartij,50PLUS,PVV (Partij voor de Vrijheid),DENK,JEZUS LEEFT,Stadsinitiatief Rotterdam,U-Buntu Connected Front (UCF),De Nieuwe Rotterdamsche Partij (NRP),Beweging Armoedebestrijding Rotterdam,Jong Rotterdam
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schulpplein 50,0599::SB407,3082 PX,1550,452,6,3,0,0,0,414,47,0,0,0,0,0,461,102,47,26,28,16,10,33,25,38,26,2,11,25,45,0,5,3,4,5,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Heysekade 1,0599::SB408,3089 TE,1149,500,1,2,0,0,0,466,37,0,0,0,0,0,503,163,45,29,48,21,29,30,8,9,21,0,30,45,10,0,2,2,1,3,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Kruisnetlaan 410,0599::SB409,3192 KE,1665,632,7,14,0,2,0,601,54,0,0,2,0,0,655,189,55,36,55,36,55,37,6,26,30,0,43,42,7,0,4,1,1,6,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Velsenaerstraat 214 rechts,0599::SB410,3195 RP,1606,597,1,0,0,0,0,539,59,0,0,0,0,0,598,186,36,25,28,44,116,16,1,29,15,2,39,53,4,2,1,0,0,0,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Lieshoutstraat 20 rechts,0599::SB411,3078 WP,1545,453,1,1,0,0,0,413,50,8,0,8,0,0,463,145,46,19,31,34,19,27,9,24,16,0,23,42,9,1,4,0,1,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Vroomstraat 14,0599::SB412,3195 VP,1110,521,0,1,0,0,0,487,35,0,0,0,0,0,522,167,27,13,28,31,78,23,2,15,8,0,38,67,6,4,5,1,2,3,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Sara Burgerhartweg 60,0599::SB413,3193 TB,1350,508,8,3,0,1,0,459,61,0,0,1,0,0,520,113,87,35,44,21,27,22,14,19,8,0,35,40,26,3,1,1,2,5,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Persoonsdam 139 rechts,0599::SB414,3071 EE,1155,372,4,9,0,3,0,316,72,0,0,3,0,0,388,39,34,17,24,13,3,34,81,9,7,0,8,5,84,1,3,2,1,6,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Strevelsweg 350,0599::SB415,3075 NN,1220,422,4,10,0,1,0,392,43,0,1,0,0,0,435,111,42,28,30,14,8,46,26,9,24,0,15,20,27,8,5,2,2,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Jan van Goyenstraat 1,0599::SB416,3181 HR,1270,749,11,8,0,3,0,706,65,0,0,3,0,0,771,241,35,35,30,60,108,35,0,27,27,1,42,75,15,2,6,1,3,2,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zuidzijde 35,0599::SB417,3181 LR,581,322,3,1,0,0,0,302,24,0,0,0,0,0,326,73,30,15,15,56,45,16,0,20,6,0,12,12,7,6,2,0,4,0,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Marijkeplein 12,0599::SB418,3181 GM,1342,540,3,1,4,0,0,511,37,0,0,4,0,0,548,157,33,24,35,85,81,8,2,8,18,0,25,48,1,1,3,0,2,1,8
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nachtegaallaan 25,0599::SB419,3181 SL,2390,866,9,3,0,0,0,802,76,0,0,0,0,0,878,288,39,37,50,105,121,31,2,20,31,1,46,56,9,7,7,0,4,6,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Bramenpad 1,0599::SB420,3181 PX,867,488,2,3,0,1,0,435,59,0,0,1,0,0,494,142,37,30,31,67,65,26,1,11,18,0,22,23,5,1,1,0,2,2,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Laan van Nieuw Blankenburg 10,0599::SB421,3181 DA,766,313,0,1,0,0,0,290,24,0,0,0,0,0,314,106,21,14,11,32,38,9,0,15,12,1,22,20,8,2,1,0,0,0,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Blankenburg 1,0599::SB422,3181 BC,1373,681,7,4,0,1,0,643,50,0,0,1,0,0,693,216,47,19,37,78,103,27,4,26,16,0,33,44,17,3,4,0,1,0,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Voornsevliet 4 rechts,0599::SB423,3082 KZ,1521,317,1,2,0,1,0,284,35,0,1,0,0,0,319,59,17,18,16,10,7,45,22,28,17,0,8,13,35,1,8,2,4,6,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Akkerwinde 1 rechts,0599::SB424,3191 RA,1144,561,0,6,1,2,0,521,43,0,3,0,0,0,564,191,42,33,30,39,28,30,2,15,18,0,54,53,3,1,6,1,7,2,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Cranendonckweg 40 rechts,0599::SB425,3077 LA,1709,771,1,5,0,2,0,666,109,0,2,0,0,0,775,293,60,36,29,82,47,40,10,52,18,0,26,37,11,1,16,1,6,2,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Posthumalaan 90,0599::SB426,3072 AG,1010,491,1,3,0,0,0,450,45,0,0,0,0,0,495,76,47,98,14,79,22,43,33,7,18,1,6,4,17,2,17,1,3,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oleanderplein 43 rechts,0599::SB427,3073 JX,1724,618,11,22,0,3,0,532,122,0,0,3,0,0,654,27,40,24,19,3,5,17,138,8,8,0,6,5,290,6,4,2,3,7,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Afrikaanderplein 7 rechts,0599::SB428,3072 EA,1149,724,11,30,0,1,0,617,149,0,0,1,0,0,766,39,41,33,27,17,10,29,148,8,10,0,6,17,320,6,3,2,0,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Arcenstraat 31 rechts,0599::SB429,3077 HA,1746,501,3,3,0,4,0,448,63,0,0,4,0,0,511,163,44,25,27,10,14,25,22,11,15,0,34,58,36,5,5,3,1,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Koninginnelaan 9,0599::SB430,3181 GK,388,221,3,0,0,0,0,205,19,0,0,0,0,0,224,57,8,17,5,32,69,6,0,4,4,0,10,6,0,0,2,0,0,1,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Veerlaan 11,0599::SB431,3072 AN,1803,756,1,3,0,1,0,685,76,0,0,1,0,0,761,109,74,128,27,88,26,126,42,16,26,0,22,9,35,0,20,2,3,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Clemensstraat 111 rechts,0599::SB432,3082 CE,1894,653,9,15,1,0,0,587,91,0,0,1,0,0,678,94,68,35,55,14,14,52,71,15,27,0,14,22,154,2,4,2,2,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Eksterstraat 101,0599::SB433,3083 XA,1793,586,3,5,0,2,0,540,56,0,0,2,0,0,596,126,64,43,51,24,25,57,23,28,36,0,24,26,23,4,14,3,6,3,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hollands tuin 100-284,0599::SB434,3078 EE,1596,472,5,3,0,0,0,429,51,0,0,0,0,0,480,128,58,13,36,17,17,31,29,21,10,0,25,31,45,3,1,2,0,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Wilhelminakade 143-179,0599::SB435,3072 AP,1348,829,0,28,0,0,0,800,57,0,0,0,0,0,857,164,52,155,19,212,27,88,24,12,15,2,8,13,10,0,18,0,6,1,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Valkenburgsingel 81,0599::SB436,3077 TH,1288,431,1,2,0,2,0,376,56,0,2,0,0,0,432,142,47,15,25,15,17,20,15,18,8,1,30,39,23,0,4,2,3,5,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rosestraat 1099,0599::SB437,3071 AL,1215,222,1,2,0,0,0,195,30,0,0,0,0,0,225,13,36,12,14,7,2,16,48,6,1,0,7,9,38,1,3,4,0,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Frankendaal 70,0599::SB438,3075 XS,680,222,0,2,0,1,0,207,18,0,0,1,0,0,225,67,21,8,21,7,4,23,5,5,10,0,10,18,15,3,2,0,1,0,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Montessoriweg 14,0599::SB439,3083 AN,1354,230,2,2,0,0,0,200,35,0,0,1,0,0,235,43,25,15,17,3,6,10,26,5,6,0,7,8,45,2,6,0,0,4,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Lekstraat 2,0599::SB440,3181 EG,1010,265,3,1,0,1,0,253,15,0,1,0,0,0,268,77,23,5,18,16,43,9,0,4,13,0,24,19,7,1,1,1,0,2,2
